tempo_s,potencia_uW
0,0
0.01,1.17777611324588e-06
0.02,9.69034533168537e-05
0.03,0.000955886030358826
0.04,0.000828159658906317
0.05,9.70578450632109e-05
0.06,0.000488330381657149
0.07,2.54460684978661e-05
0.08,7.57042892824043e-06
0.09,0.000805355057895603
0.1,0.00197032111341869
0.11,0.000128824677925639
0.12,3.14983669560822e-07
0.13,0.000217152182005477
0.14,0.00244057964668003
0.15,0.00620637443968688
0.16,0.00174763631103276
0.17,0.000209731794149183
0.18,0.00010952103649046
0.19,0.00114891918631712
0.2,0.00453893411240041
0.21,0.0036059592791339
0.22,0.00252803231439063
0.23,0.00115044233262172
0.24,0.00331118122908563
0.25,0.00508222369976377
0.26,0.00578558867124665
0.27,0.0023173585232202
0.28,0.00088167604751057
0.29,5.06355292883553e-05
0.3,7.3131266633378e-07
0.31,0.000294269033731693
0.32,0.0012893549438972
0.33,0.00301146191927233
0.34,0.00362913964301337
0.35,0.00248247926474052
0.36,5.21704884020057e-05
0.37,0.000497513108858738
0.38,0.00281641971137274
0.39,0.00404223947252784
0.4,0.00122424585185114
0.41,0.000309748276851314
0.42,0.00267569222880833
0.43,0.00378116950360405
0.44,0.00201129882912162
0.45,0.00185024776076392
0.46,0.00452777535882155
0.47,0.00854586774406973
0.48,0.00587482455254709
0.49,0.00223826020263561
0.5,0.00984924594027274
0.51,0.0110508312013337
0.52,0.00588979202097038
0.53,0.00476419123716312
0.54,0.0068527810707913
0.55,0.0139439814798258
0.56,0.00951330466534221
0.57,0.00126078688474018
0.58,0.000398303724716443
0.59,0.00380977350056556
0.6,0.000736729725166
0.61,0.00157656931584138
0.62,0.000572140973635515
0.63,0.00107436219995619
0.64,0.000241676026871786
0.65,0.00313822347360682
0.66,0.00430552447230875
0.67,0.00505265185821159
0.68,0.0016284275875765
0.69,0.0106320884717625
0.7,0.0220720453587786
0.71,0.0264360613618515
0.72,0.0123289755522071
0.73,0.00756033510362857
0.74,0.0210706615364719
0.75,0.0217166918136742
0.76,0.0131851163414763
0.77,0.00788703512243894
0.78,0.0119610780862579
0.79,0.0142833802489127
0.8,0.0080429611217974
0.81,0.00139153782411271
0.82,0.000146266006164977
0.83,0.000215138025443654
0.84,0.00107313683647426
0.85,0.00266781485313889
0.86,0.00163854909310142
0.87,0.00270437439901624
0.88,0.0191208997203589
0.89,0.0290458179500961
0.9,0.011541207995591
0.91,0.00682708585018551
0.92,0.0193087195490408
0.93,0.0178069448184001
0.94,0.00466280119592001
0.95,0.00575241856589192
0.96,0.0154207799326906
0.97,0.00690533774932497
0.98,0.00129014513836404
0.99,0.00111320754469034
1,0.000512693619954334
1.01,0.000290985915286888
1.02,3.60348652170104e-06
1.03,0.000290037176226061
1.04,0.000484578934367428
1.05,0.00273616139726771
1.06,0.00513089264759404
1.07,0.000936436822018535
1.08,0.00118268530542812
1.09,0.00422151431535364
1.1,0.00732965667846455
1.11,0.00945979143736366
1.12,0.00787704130821768
1.13,0.00861523975018955
1.14,0.0105097789546859
1.15,0.0115088142909441
1.16,0.00924566490282773
1.17,0.0065678042992988
1.18,0.00811169958450718
1.19,0.00753518646362868
1.2,0.00653279429416522
1.21,0.00558193094327175
1.22,0.00572658087130117
1.23,0.000834580402339886
1.24,3.7102645631113e-05
1.25,0.00255667970406301
1.26,0.00246289355647255
1.27,4.53973595609946e-05
1.28,0.00063090422292221
1.29,0.00289509312078554
1.3,0.00669899866791714
1.31,0.00617505779311561
1.32,0.00149482147822898
1.33,0.00562934317583354
1.34,0.0204788051424694
1.35,0.020810580591152
1.36,0.0217434429235527
1.37,0.0183816183112499
1.38,0.0267771611135291
1.39,0.0221738324606246
1.4,0.00801467854165552
1.41,0.0163260899150322
1.42,0.017684144756576
1.43,0.0082944479975779
1.44,0.0107685472485405
1.45,0.0046232883170215
1.46,0.00140880713820805
1.47,0.00561194056936716
1.48,0.00568358778653001
1.49,0.000649332978475861
1.5,0.000370330493011998
1.51,0.00129627392589986
1.52,0.00222309432607842
1.53,0.000397549156629613
1.54,3.62594449829497e-05
1.55,0.000385617852622845
1.56,0.000227055348837941
1.57,0.00128506243347074
1.58,0.00898326148492919
1.59,0.00913326313581885
1.6,0.0154605891581891
1.61,0.012958473001669
1.62,0.0167419230907603
1.63,0.0248563915244136
1.64,0.0199085667285948
1.65,0.0107827620330608
1.66,0.0163568780693647
1.67,0.0130524656793328
1.68,0.0100671810124778
1.69,0.0205912133903344
1.7,0.0200902913660376
1.71,0.00840414154765577
1.72,0.00320933921633062
1.73,0.00403184126507485
1.74,0.00919481553078947
1.75,0.00534371159264519
1.76,9.08326291997294e-05
1.77,0.000692213633773656
1.78,0.00567301256079606
1.79,0.00596822417482038
1.8,0.000644524894564326
1.81,0.000392199026791023
1.82,0.000393815861207413
1.83,0.00139400558666995
1.84,0.00037058216212611
1.85,0.000243724723860707
1.86,0.000863413782010826
1.87,0.00944971132271149
1.88,0.00791252408214253
1.89,0.00595286897498384
1.9,0.00803975128460832
1.91,0.0072392348936042
1.92,0.00815265311936322
1.93,0.00834220587746246
1.94,0.00748084493676832
1.95,0.00886044946662435
1.96,0.00601018788254316
1.97,0.00543919362755187
1.98,0.00304739472140642
1.99,0.002625990380643
2,0.00101176527136674
2.01,3.15223757558597e-07
2.02,0.000317867099288428
2.03,4.70425735647553e-05
2.04,3.10651015012303e-05
2.05,0.000124636581085305
2.06,0.000505469381941577
2.07,6.71884961588898e-06
2.08,0.000739972786229374
2.09,0.00455328495154449
2.1,0.00222564094063652
2.11,0.00114179463714115
2.12,0.002138271650552
2.13,0.00134470456597623
2.14,0.00019241804170931
2.15,3.78254881688235e-06
2.16,0.000764900068190629
2.17,0.00421845958105053
2.18,0.000951283672034666
2.19,0.000310988501597747
2.2,0.00252132478615055
2.21,0.00228440830204813
2.22,0.000140695456240453
2.23,0.00405718046200924
2.24,0.00489092595461098
2.25,0.00542508433866957
2.26,0.0103604087081041
2.27,0.00835868414019469
2.28,0.00354382086268241
2.29,0.000829168003390245
2.3,0.000302880099800579
2.31,0.000783484983840549
2.32,0.000867340524817579
2.33,0.000847263948207469
2.34,0.000333806200365853
2.35,0.00013394667122108
2.36,0.00128532388522845
2.37,0.000590902523319892
2.38,0.00112995965565775
2.39,0.000369487078938885
2.4,0.000893503875038689
2.41,0.00285139459256239
2.42,0.00558870244750425
2.43,0.00685925619483082
2.44,0.00524053722193416
2.45,0.00557901935667512
2.46,0.00439786562080569
2.47,0.00382032673645901
2.48,0.00964355094460135
2.49,0.00846070073319475
2.5,0.00280654675417505
2.51,0.00280615546459643
2.52,0.00081952891449698
2.53,0.00261412838110506
2.54,0.00389146621776934
2.55,0.000522786828374836
2.56,0.000105138773890479
2.57,0.00121960468143475
2.58,0.000845809589155629
2.59,4.77096664073107e-05
2.6,0.00451562598598188
2.61,0.00969684009547966
2.62,0.00330528735287887
2.63,0.000348234666140577
2.64,0.00462259263695304
2.65,0.0140408438311706
2.66,0.00755541381614428
2.67,0.00740111182519755
2.68,0.00670057877246966
2.69,0.0052228869493446
2.7,0.00871480943644408
2.71,0.00488157320614113
2.72,0.00187329493437859
2.73,0.00429823134484212
2.74,0.00313573237482905
2.75,0.00126058799841236
2.76,0.00118736160872011
2.77,0.00126431719475239
2.78,0.000298810405259558
2.79,8.82958033663802e-05
2.8,4.85240321217275e-05
2.81,0.00131872961757536
2.82,3.73254282154289e-05
2.83,0.000262576911392001
2.84,0.0011369071739073
2.85,0.00116149284323533
2.86,0.0018861198529336
2.87,0.000202006118487518
2.88,0.000736313995415793
2.89,5.60892678287951e-06
2.9,4.67986942601457e-05
2.91,6.72843659741138e-05
2.92,0.000139651747653289
2.93,0.000387816154909596
2.94,0.0024406999415472
2.95,0.00329445195256873
2.96,0.00143639777687432
2.97,0.000333746314116243
2.98,0.00248407110039714
2.99,0.00209134000112688
3,1.56535405430584e-05
3.01,0.00130091123160994
3.02,0.000628243998271488
3.03,6.1997433865393e-07
3.04,0.000838114368959478
3.05,0.00485403937563868
3.06,0.0133585774309314
3.07,0.0124333718811141
3.08,0.00429548790178218
3.09,0.00129665227018998
3.1,0.0014410332764528
3.11,0.00553758738087631
3.12,0.00650845070531936
3.13,0.00447707173155761
3.14,0.00301296476201884
3.15,0.000470040152488768
3.16,0.000299907071867508
3.17,0.00240238248385167
3.18,0.00714930217464961
3.19,0.00308439158648296
3.2,0.000157366624232329
3.21,0.00305391176489078
3.22,0.0118935409815676
3.23,0.00401540931208203
3.24,2.84257508277918e-05
3.25,0.000173713007608256
3.26,0.00099268868736433
3.27,0.00530373914595661
3.28,0.00666256981423113
3.29,0.0141423503133888
3.3,0.0141311462130383
3.31,0.0157674031886715
3.32,0.0170904665792063
3.33,0.0184158043262476
3.34,0.024713596979289
3.35,0.0358777726640507
3.36,0.016932791683151
3.37,0.00532670948740624
3.38,0.00137001019794567
3.39,0.000253704445326466
3.4,0.000331717736577462
3.41,0.00134210844891782
3.42,0.00406005284675409
3.43,0.0040585860702251
3.44,0.00938966318351331
3.45,0.0102166467105765
3.46,0.00758812656045483
3.47,0.0121897453172281
3.48,0.0217006327478994
3.49,0.0171348971990118
3.5,0.0185654287419481
3.51,0.0344878184470106
3.52,0.0155514043384975
3.53,0.00303989598938226
3.54,0.00827973965523039
3.55,0.0167539352640152
3.56,0.010349125818324
3.57,0.000640173592457389
3.58,0.00203787261223621
3.59,0.00626053587817995
3.6,3.399838785809e-06
3.61,0.00425279468145621
3.62,0.00549889062752934
3.63,0.00745127655474453
3.64,0.0088663262880581
3.65,0.0199120471964363
3.66,0.0361701977503179
3.67,0.0335501186154464
3.68,0.0430922390255277
3.69,0.0372813602801886
3.7,0.0141627531038565
3.71,0.0062660903882367
3.72,0.012707087556304
3.73,0.0167723387898325
3.74,0.0200032114100698
3.75,0.0162863082427838
3.76,0.00260741292276328
3.77,0.00211780503202599
3.78,0.00632342438200727
3.79,0.00522284155138878
3.8,0.00271293614679748
3.81,0.000171452361898187
3.82,6.82385008993211e-05
3.83,0.00576701906020203
3.84,0.0147679026275222
3.85,0.00587489884278222
3.86,0.0129943360768356
3.87,0.0228104253002229
3.88,0.0448483010856054
3.89,0.043903983153505
3.9,0.0220278416947749
3.91,0.0174372444514054
3.92,0.0192754717839792
3.93,0.0240459783799921
3.94,0.0140969007715748
3.95,0.00421356089354596
3.96,0.00409321730048125
3.97,0.00783475005282068
3.98,0.00296626377918036
3.99,0.000209736682924048
4,0.000107536131497184
4.01,0.000244213678944614
4.02,6.62185624958095e-05
4.03,4.40751637272247e-06
4.04,0.000435311084867066
4.05,0.000306757338708284
4.06,0.000581246539732682
4.07,6.86280561332831e-05
4.08,0.0010401988752554
4.09,0.000101681041469418
4.1,0.00159608534218581
4.11,9.86855333405745e-06
4.12,0.00163428157898591
4.13,7.69386879083129e-06
4.14,0.000132587554088512
4.15,0.000633798119252623
4.16,0.00126126698027647
4.17,0.00010083825936906
4.18,0.00196213747716764
4.19,0.00485999276334383
4.2,0.0132532041918393
4.21,0.0207296910721
4.22,0.0117214705460535
4.23,0.0115702563256499
4.24,0.0160428041020157
4.25,0.0156509511730408
4.26,0.0100778795325204
4.27,0.0129052440730031
4.28,0.0194299182275786
4.29,0.0140241876025638
4.3,0.0055768107117959
4.31,0.00407257234654493
4.32,0.00343583243560622
4.33,0.000178185308406868
4.34,6.25718139757378e-06
4.35,1.67769212875962e-05
4.36,0.000618842758202494
4.37,0.000458370406636696
4.38,0.000609492171880063
4.39,6.93396558573632e-05
4.4,4.32960095274895e-09
4.41,0.000198237234730376
4.42,0.00127748400217052
4.43,0.000579778529417963
4.44,0.0013657853705365
4.45,0.00271580409449534
4.46,0.000941697077771926
4.47,0.000269100545707032
4.48,0.000329881765993862
4.49,0.00453740041090233
4.5,0.0106837694096606
4.51,0.00474250378080104
4.52,0.00385816114775054
4.53,0.00540524246981738
4.54,0.00453198299778142
4.55,0.0143300797477729
4.56,0.0398846557192826
4.57,0.0399328685287494
4.58,0.0175318955688872
4.59,0.010015041301536
4.6,0.00650947790990007
4.61,0.00405852891573649
4.62,0.00865780638419921
4.63,0.00120096517412144
4.64,0.000126512081670717
4.65,0.00376438024960339
4.66,0.00368316181725968
4.67,0.000232316264789638
4.68,3.47911615883254e-05
4.69,0.00315090866416677
4.7,0.0145994193062026
4.71,0.0135282027181295
4.72,0.00478093156040498
4.73,0.000386921688225319
