tempo_s,potencia_uW
0,0
0.01,5.69839241307679e-07
0.02,3.25266371359992e-05
0.03,0.000741550162319624
0.04,2.15269226956335e-05
0.05,0.000195108515344988
0.06,1.32716619792223e-05
0.07,5.98257417336919e-05
0.08,0.000129957439705493
0.09,3.17287848898606e-05
0.1,0.000251368997389884
0.11,0.000311118240379828
0.12,3.54950476927479e-08
0.13,1.6015461020023e-05
0.14,3.45517541991675e-06
0.15,0.000460866815340947
0.16,0.000383827363353474
0.17,0.000946745073335735
0.18,9.57458601950919e-05
0.19,0.000925811360061839
0.2,0.000500846989875447
0.21,0.0046723674510601
0.22,0.000654717010861734
0.23,0.000158545810062455
0.24,0.00419162342984786
0.25,0.0065947972169969
0.26,0.000431018813314743
0.27,0.000830147959911325
0.28,6.07672994202697e-05
0.29,0.000442164751552067
0.3,0.000986213144837353
0.31,0.00245097199293108
0.32,0.00168857662849749
0.33,0.00548645701986692
0.34,0.0149134248841012
0.35,0.00833250043990052
0.36,0.00754552957989141
0.37,0.0085943609090145
0.38,0.0118515092960516
0.39,0.000435864002500329
0.4,0.000480303911323769
0.41,0.00203705990325464
0.42,0.00038103027698393
0.43,1.29470875910513e-05
0.44,0.000115598650799134
0.45,0.00070482774863567
0.46,0.000168923458543761
0.47,0.00267738388266926
0.48,0.000789359514671446
0.49,0.00106410972055039
0.5,0.000351240369912856
0.51,0.00130751729771987
0.52,0.00402791246527909
0.53,0.00115407959973055
0.54,1.0858215107426e-05
0.55,0.000992903982598776
0.56,0.00217858902963715
0.57,0.00341421990227273
0.58,0.00295214092798535
0.59,0.000979075996520417
0.6,0.000102119665202767
0.61,0.000592115788813598
0.62,0.00142769982536962
0.63,0.00151804593523393
0.64,0.00313100215273744
0.65,0.00307444377562586
0.66,0.00375793638238439
0.67,0.00139260820060943
0.68,0.000554999628426418
0.69,0.0016227689851391
0.7,7.20395068997523e-09
0.71,7.2441278934034e-06
0.72,2.41903618525599e-05
0.73,0.00011171464908189
0.74,0.000443947299100326
0.75,0.000152260734384275
0.76,0.00085504656891798
0.77,0.000245801915389992
0.78,0.000486132962309599
0.79,0.000970992604966205
0.8,0.00118529577962209
0.81,0.000528467757870814
0.82,0.000117670667303924
0.83,0.000116157738848497
0.84,0.00104887303239967
0.85,0.00016518821225519
0.86,1.98455903079648e-05
0.87,0.000178225639703692
0.88,3.94154713924861e-05
0.89,0.000973902786687783
0.9,0.00110688264727565
0.91,0.000673069653199021
0.92,0.00262234732451839
0.93,0.00890371415393236
0.94,0.0117827605590891
0.95,0.00602040202929756
0.96,0.00330052770443567
0.97,0.00769626897703441
0.98,0.00631216556799265
0.99,0.00390888596315222
1,0.00428385790232573
1.01,0.00386301216956957
1.02,0.003124162482998
1.03,0.00117894534078583
1.04,0.000593091784783978
1.05,0.00150051618756051
1.06,0.000426694570870158
1.07,4.99793467044341e-05
1.08,8.21598111479401e-06
1.09,0.000279188706817451
1.1,0.000127653520798255
1.11,0.000117607464280622
1.12,0.000144859859776506
1.13,9.5372987657521e-05
1.14,0.00279546547225146
1.15,0.00878440839497361
1.16,0.00193656148009744
1.17,0.00374563216092049
1.18,0.00188525798027515
1.19,0.000154614559050748
1.2,0.00160285562963967
1.21,4.8592273721131e-05
1.22,2.52418369559491e-05
1.23,0.000714606400006528
1.24,1.82500246710194e-06
1.25,5.61035110455675e-05
1.26,0.000126253422703977
1.27,0.000225981050597187
1.28,0.00250265343965865
1.29,2.60335084452288e-05
1.3,0.000427802223283809
1.31,0.00272559731886543
1.32,0.00268905584720882
1.33,0.00657019945748461
1.34,0.00741978134637435
1.35,0.00270175257204552
1.36,0.00230261361993245
1.37,0.00815539212564043
1.38,0.00623262166921854
1.39,0.00218861913857101
1.4,0.00592454663570009
1.41,0.015721053456646
1.42,0.0115980576518794
1.43,0.0111040396350905
1.44,0.00580906848417149
1.45,0.00504181278754696
1.46,0.000329641021863218
1.47,5.52810991793647e-06
1.48,0.000928775747960074
1.49,0.000142086738424617
1.5,3.92953093192875e-05
1.51,0.00011225613019665
1.52,8.29801886881154e-05
1.53,0.0011483049498984
1.54,0.000241569925195741
1.55,0.000914774723207482
1.56,0.00207324155206465
1.57,9.90943114422828e-06
1.58,0.00113115672790434
1.59,9.00025086137827e-07
1.6,0.000657446561696083
1.61,0.000584170022646246
1.62,0.000636310479751121
1.63,0.000759107626960593
1.64,0.00105151535148253
1.65,0.00701608941698561
1.66,0.00540386560149036
1.67,0.00256322236509769
1.68,0.00435320824653652
1.69,0.00507972312791634
1.7,0.00278381269201107
1.71,0.000212957065204773
1.72,0.00340305700132978
1.73,0.00268358533177828
1.74,0.00236403126026381
1.75,0.000444345240749676
1.76,0.00198533697225115
1.77,0.000156719018114187
1.78,0.000287524648035413
1.79,7.43565840423374e-06
1.8,0.000121334131563532
1.81,0.000535282936802264
1.82,0.000244371314065044
1.83,0.000478707193825388
1.84,0.000690976856831936
1.85,0.000111953247636087
1.86,0.000435314456406386
1.87,0.00227370241782508
1.88,0.003213693453078
1.89,0.0044089112332093
1.9,0.00203759254699589
1.91,0.00327320485382994
1.92,0.00251471293415923
1.93,0.00224674846666262
1.94,0.000548887505451504
1.95,0.000249069486092314
1.96,0.000546368497443829
1.97,0.00064460241169737
1.98,0.00124597119639995
1.99,0.00550532700234274
2,0.0100920264000083
2.01,0.00607600145980873
2.02,0.00809697528016495
2.03,0.0082987304908664
2.04,0.00601351318526164
2.05,0.0187691202229274
2.06,0.0142629978890532
2.07,0.0171964853748351
2.08,0.00624965159447867
2.09,0.0105224378254751
2.1,0.0104427613216402
2.11,0.00306398589570496
2.12,0.00453215258865692
2.13,0.00598206087413318
2.14,0.00312037303569943
2.15,0.000673771207967833
2.16,0.00175474668185902
2.17,0.00433846303427307
2.18,0.000967225219746088
2.19,0.00319625898786897
2.2,0.00880184642565218
2.21,5.58268941349521e-05
2.22,0.000888207861366076
2.23,0.000191563452419593
2.24,0.000386049626077966
2.25,0.000815833369761003
2.26,0.00130587267429356
2.27,0.000841002823463468
2.28,0.00455416201901732
2.29,0.00418928563135302
2.3,0.0193383037339335
2.31,0.0176373041497181
2.32,0.0119636084657651
2.33,0.0133416714337861
2.34,0.0223353255638097
2.35,0.0274643498561549
2.36,0.0223448358097678
2.37,0.0204402626309661
2.38,0.0334939079972586
2.39,0.0091127158992275
2.4,0.00697680183266197
2.41,0.0177497062432314
2.42,0.00779634060933334
2.43,0.00129695379740631
2.44,0.000680944747267363
2.45,8.1232254937948e-05
2.46,0.000341877029364927
2.47,0.00320095943569919
2.48,0.00753226091840682
2.49,0.0183120445211052
2.5,0.0205810389287761
2.51,0.0207018530436298
2.52,0.0309950195857254
2.53,0.0294333852237423
2.54,0.0254483714063771
2.55,0.0271549686152639
