0.0,0.01,-0.17,-0.38
0.007108,0.01,-0.09,-0.41
0.017124,-0.11,0.03,-0.36
0.027096,-0.01,0.08,-0.36
0.036072,0.02,-0.16,-0.36
0.047096,0.0,0.01,-0.27
0.057096,-0.03,-0.08,-0.65
0.067112,0.11,0.09,-0.41
0.077104,-0.08,0.01,-0.29
0.08608,-0.03,-0.07,-0.57
0.09712,0.15,0.04,-0.24
0.107144,-0.1,-0.21,-0.46
0.117068,0.0,0.03,-0.33
0.1271,-0.03,0.01,-0.52
0.136072,0.09,0.04,-0.45
0.147128,-0.04,-0.13,-0.26
0.157096,0.01,-0.05,-0.49
0.1671,0.02,0.11,-0.39
0.17712,-0.04,-0.05,-0.3
0.186072,0.02,-0.03,-0.32
0.197124,0.01,-0.05,-0.46
0.207104,-0.03,0.05,-0.33
0.217096,-0.03,0.07,-0.28
0.227144,-0.06,0.08,-0.27
0.236072,0.03,-0.03,-0.56
0.247108,0.03,-0.08,-0.29
0.257076,0.0,0.0,-0.3
0.2671,0.06,-0.07,-0.45
0.277104,0.03,0.04,-0.31
0.286044,0.0,0.01,-0.38
0.297104,0.03,-0.08,-0.44
0.307088,0.0,0.08,-0.21
0.317092,-0.05,0.04,-0.35
0.327088,0.01,0.0,-0.31
0.336072,0.08,0.07,-0.37
0.34712,0.02,-0.12,-0.5
0.357096,-0.02,0.16,-0.46
0.367068,-0.03,0.0,-0.45
0.377116,-0.06,-0.17,-0.37
0.386068,0.02,0.05,-0.49
0.397128,0.06,-0.05,-0.59
0.407096,0.14,-0.05,-0.34
0.417092,0.0,-0.01,-0.45
0.427132,0.06,0.13,-0.43
0.436072,0.02,-0.3,-0.57
0.447096,0.04,0.17,-0.21
0.457068,-0.06,0.0,-0.37
0.46712,0.0,-0.09,-0.58
0.477144,-0.02,-0.21,-0.44
0.486032,0.18,0.0,-0.42
0.497096,-0.18,0.04,-0.23
0.507096,-0.06,-0.14,-0.46
0.51712,-0.08,-0.05,-0.36
0.527068,0.13,0.0,-0.43
0.536056,0.03,0.08,-0.42
0.54712,-0.03,-0.11,-0.26
0.557108,-0.08,0.1,-0.27
0.567104,-0.06,-0.06,-0.54
0.577128,0.03,0.05,-0.36
0.58606,0.05,-0.03,-0.38
0.597112,-0.05,0.02,-0.46
0.607096,0.09,-0.12,-0.38
0.6171,-0.02,0.09,-0.36
0.6271,-0.05,0.0,-0.49
0.63608,0.05,0.03,-0.49
0.647068,0.0,-0.07,-0.28
0.65712,0.14,-0.1,-0.53
0.66714,-0.05,0.16,-0.23
0.6771,0.08,-0.05,-0.38
0.686064,-0.09,-0.08,-0.43
0.697112,0.25,-0.05,-0.4
0.707124,0.05,0.09,-0.44
0.7171,0.01,-0.1,-0.37
0.727064,0.0,0.11,-0.72
0.73606,0.03,0.05,-0.16
0.747124,-0.01,-0.15,-0.56
0.7571,0.04,0.1,-0.34
0.767132,-0.02,-0.09,-0.65
0.777096,0.06,-0.07,-0.21
0.786032,-0.04,0.0,-0.5
0.79712,0.03,0.01,-0.34
0.807128,-0.05,-0.18,-0.72
0.817116,0.07,0.21,-0.07
0.827044,0.0,0.0,-0.61
0.836064,-0.15,0.06,-0.31
0.847124,0.02,-0.13,-0.63
0.857132,0.03,0.13,-0.21
0.867096,0.15,-0.12,-0.53
0.877096,0.11,-0.04,-0.46
0.88604,0.0,0.01,-0.32
0.897144,-0.08,0.07,-0.33
0.907092,-0.1,-0.1,-0.49
0.9171,0.08,0.02,-0.21
0.927112,-0.01,0.0,-0.55
0.936072,-0.07,-0.1,-0.22
0.947076,0.07,0.0,-0.48
0.957124,-0.02,0.01,-0.26
0.967068,0.0,-0.04,-0.55
0.97712,-0.04,-0.04,-0.43
0.986056,0.18,0.19,-0.33
0.99714,-0.01,-0.3,-0.58
1.007092,0.04,0.15,-0.22
1.017092,-0.04,0.13,-0.49
1.027144,0.13,-0.2,-0.46
1.03606,-0.01,0.07,-0.37
1.047092,-0.04,0.01,-0.34
1.05714,-0.07,-0.2,-0.39
1.067156,-0.09,-0.08,-0.41
1.0771,0.13,-0.08,-0.5
1.086056,0.02,-0.17,-0.34
1.097112,0.01,0.15,-0.31
1.107104,-0.06,0.06,-0.46
1.11712,0.05,-0.2,-0.35
1.127096,0.08,0.25,-0.45
1.136064,-0.06,-0.02,-0.19
1.14712,0.03,-0.34,-0.59
1.157092,0.09,0.23,-0.5
1.167116,-0.09,-0.08,-0.34
1.17712,-0.01,-0.21,-0.49
1.186064,0.16,0.21,-0.4
1.1971,0.01,0.04,-0.41
1.207116,-0.05,-0.03,-0.16
1.217116,0.08,-0.04,-0.59
1.227092,0.02,0.02,-0.3
1.23608,0.01,-0.12,-0.3
1.247112,0.07,0.06,-0.42
1.2571,0.14,-0.05,-0.32
1.267104,-0.07,-0.3,-0.47
1.2771,0.01,0.03,-0.46
1.286064,0.02,-0.08,-0.49
1.297116,0.02,-0.14,-0.37
1.307104,-0.01,0.11,-0.36
1.317084,0.03,0.0,-0.51
1.32712,-0.08,-0.18,-0.39
1.336036,0.04,0.0,-0.24
1.347068,-0.1,0.06,-0.44
1.35712,-0.09,-0.07,-0.32
1.367128,-0.09,-0.08,-0.34
1.377088,0.17,0.0,-0.53
1.38606,-0.11,0.06,-0.2
1.397116,0.04,-0.19,-0.59
1.40716,-0.02,-0.07,-0.42
1.41718,0.2,-0.02,-0.23
1.427116,-0.14,0.0,-0.52
1.436068,-0.08,0.03,-0.33
1.447148,0.07,-0.14,-0.5
1.457004,-0.16,0.19,-0.23
1.467148,-0.04,-0.12,-0.49
1.477172,0.12,0.04,-0.62
1.486064,0.05,-0.08,-0.48
1.496992,-0.05,-0.03,-0.37
1.507184,0.07,-0.15,-0.27
1.5172,0.19,0.11,-0.37
1.527064,0.03,-0.09,-0.35
1.536072,-0.02,0.18,-0.29
1.54718,-0.05,-0.03,-0.61
1.55706,0.22,-0.02,-0.16
1.567008,0.03,0.05,-0.33
1.577012,0.0,0.07,-0.4
1.586068,-0.01,-0.09,-0.4
1.597076,-0.08,0.01,-0.27
1.607068,0.06,0.07,-0.32
1.617056,-0.06,-0.07,-0.61
1.627096,0.03,0.04,-0.22
1.636064,0.01,-0.02,-0.5
1.646884,0.12,-0.01,-0.45
1.65686,0.0,0.01,-0.48
1.667052,0.03,0.09,-0.19
1.676916,-0.1,-0.08,-0.55
1.686044,0.0,-0.07,-0.45
1.697068,-0.04,-0.2,-0.38
1.706872,0.12,0.27,-0.27
1.716904,0.0,0.01,-0.48
1.726908,-0.02,0.26,-0.16
1.73604,-0.07,0.0,-0.47
1.74692,-0.07,-0.12,-0.46
1.756892,0.1,0.0,-0.34
1.766924,-0.02,-0.09,-0.48
1.77698,0.12,0.01,-0.2
1.78606,-0.02,-0.16,-0.58
1.796944,-0.01,0.09,-0.39
1.806924,0.0,-0.22,-0.56
1.816976,-0.06,0.02,-0.47
1.826976,0.01,0.08,-0.44
1.836072,0.06,0.08,-0.35
1.846952,0.01,-0.14,-0.2
1.856952,-0.03,0.05,-0.5
1.86678,0.16,0.11,-0.38
1.87684,0.06,-0.08,-0.45
1.886044,-0.19,0.0,-0.36
1.89678,0.26,0.02,-0.73
1.906824,-0.1,0.02,-0.07
1.916844,-0.01,-0.1,-0.6
1.926836,0.15,-0.04,-0.5
1.93606,0.17,-0.08,-0.17
1.946808,-0.22,0.0,-0.42
1.956648,0.07,-0.07,-0.49
1.966852,0.04,-0.03,-0.47
1.976652,0.0,-0.05,-0.27
1.986064,-0.14,0.02,-0.36
1.99666,0.06,-0.07,-0.55
2.0067,-0.08,-0.09,-0.53
2.01672,0.08,-0.06,-0.4
2.026688,0.0,0.09,-0.44
2.036064,0.07,-0.12,-0.47
2.04674,-0.1,-0.16,-0.47
2.056704,0.09,0.05,-0.35
2.066732,0.02,0.07,-0.4
2.076752,-0.06,-0.2,-0.49
2.08604,0.0,0.02,-0.24
2.096748,-0.02,-0.07,-0.45
2.106544,-0.07,0.04,-0.42
2.116728,0.17,0.03,-0.6
2.126568,0.05,-0.06,-0.58
2.136068,-0.1,-0.06,-0.13
2.146552,-0.06,0.15,-0.46
2.156604,0.04,-0.11,-0.28
2.1666,-0.04,-0.14,-0.45
2.176572,0.0,0.03,-0.24
2.186068,0.06,-0.09,-0.56
2.19658,-0.1,0.03,-0.2
2.2066,0.01,0.02,-0.62
2.216604,0.01,-0.09,-0.47
2.226608,0.05,0.03,-0.41
2.236028,0.0,0.04,-0.38
2.246612,0.07,-0.05,-0.33
2.256448,0.02,-0.02,-0.23
2.266432,0.01,-0.08,-0.35
2.276624,0.04,0.01,-0.49
2.286072,0.01,0.02,-0.26
2.296428,-0.09,0.09,-0.32
2.306448,0.05,-0.04,-0.54
2.316404,0.0,0.1,-0.29
2.326444,-0.14,-0.13,-0.41
2.336068,0.16,0.13,-0.36
2.346448,0.13,0.0,-0.2
2.356464,-0.11,-0.13,-0.54
2.366456,0.0,0.17,-0.18
2.376312,0.02,-0.09,-0.45
2.386076,-0.01,-0.02,-0.16
2.396472,-0.06,0.04,-0.55
2.406336,0.13,0.12,-0.27
2.4163,0.18,0.12,-0.02
2.426316,-0.13,-0.03,-0.64
2.436068,-0.01,-0.13,-0.43
2.446316,0.24,0.08,-0.22
2.456308,-0.12,0.0,-0.36
2.466308,-0.05,0.02,-0.39
2.476372,0.05,-0.02,-0.71
2.486068,0.05,0.11,-0.18
2.496344,-0.02,-0.03,-0.17
2.506184,0.08,-0.07,-0.38
2.516188,0.01,-0.03,-0.4
2.526392,-0.11,-0.03,-0.35
2.536064,0.11,0.16,-0.29
2.5464,0.01,-0.07,-0.56
2.556184,0.0,0.02,-0.32
2.566156,0.0,-0.2,-0.5
2.576192,-0.1,0.16,-0.39
2.586076,0.09,-0.25,-0.55
2.596196,0.06,-0.06,-0.25
2.60622,0.04,0.14,-0.35
2.616236,0.03,-0.09,-0.38
2.626216,0.03,-0.01,-0.41
2.636064,0.07,0.06,-0.45
2.646212,-0.07,0.04,-0.31
2.656252,-0.03,0.09,-0.42
2.666068,0.02,0.02,-0.58
2.67626,0.09,0.01,-0.23
2.686044,0.0,-0.13,-0.43
2.696244,0.01,-0.04,-0.41
2.70604,0.0,0.08,-0.27
2.716072,-0.12,-0.08,-0.38
2.726264,0.16,0.02,-0.47
2.736068,-0.03,-0.07,-0.47
2.746072,-0.01,-0.02,-0.19
2.756076,-0.01,-0.13,-0.52
2.766076,0.06,0.11,-0.26
2.776072,-0.06,-0.09,-0.28
