tempo_s,potencia_uW
0,0
0.01,9.95830164373595e-06
0.02,0.000290474311966719
0.03,0.00249943079384732
0.04,3.9476812302171e-05
0.05,0.000519105133943776
0.06,0.000386753598955167
0.07,0.000177703923123486
0.08,9.16335845647233e-06
0.09,0.000264121538552643
0.1,5.30531718789775e-05
0.11,2.27705554762164e-05
0.12,6.36439970350071e-05
0.13,0.00262332063979358
0.14,0.00295505155339492
0.15,0.000715654666758158
0.16,0.00132238477557677
0.17,0.00284748273944619
0.18,0.00266325241323772
0.19,0.00154986142326612
0.2,0.000550105903354324
0.21,0.0017459354233484
0.22,0.00460192926490279
0.23,0.00339358469751563
0.24,0.00124835813905043
0.25,9.83472104109306e-05
0.26,0.00111395919853711
0.27,0.0015545026278178
0.28,0.000473391028400228
0.29,0.00345524026331099
0.3,0.00405639753743896
0.31,0.0042580515813792
0.32,0.0065899177264699
0.33,0.00524896551033453
0.34,0.00792117579750072
0.35,0.00595232647355565
0.36,0.0140391071407032
0.37,0.00874673583103567
0.38,0.000879872249972075
0.39,0.000550524462559475
0.4,0.000555958696667002
0.41,0.00278085426452158
0.42,0.00485392188154731
0.43,0.0037773332998271
0.44,0.00660903640030338
0.45,0.00361620087572662
0.46,0.000449998175454994
0.47,9.1889946214345e-05
0.48,0.000104729048314123
0.49,1.32297995442547e-10
0.5,0.00130508326012105
0.51,0.00135783253632957
0.52,0.0061786271764927
0.53,0.00486225628697124
0.54,0.0113664360496264
0.55,0.0132498080632024
0.56,0.0152417897215442
0.57,0.0117009097720347
0.58,0.00519923050430203
0.59,0.00958055876002687
0.6,0.0250653935250597
0.61,0.0182527427474802
0.62,0.0119777661043816
0.63,0.0183246152177109
0.64,0.0143045905211496
0.65,0.00225319136070283
0.66,6.1684159446051e-07
0.67,0.00109309162783818
0.68,3.45608678740657e-06
0.69,0.00059070960563317
0.7,0.00239684584542461
0.71,0.00138995931795263
0.72,0.0048155720185938
0.73,0.0119244517454287
0.74,0.0145321805274034
0.75,0.00784113777063266
0.76,0.0119785401577994
0.77,0.00801194895750201
0.78,0.0082488775032589
0.79,0.0164298982002454
0.8,0.0155311643531003
0.81,0.0157173229721319
0.82,0.0122971376248475
0.83,0.00498982603003875
0.84,0.0121005000621953
0.85,0.00508869085729372
0.86,0.00473329123822291
0.87,0.00198962567266596
0.88,0.000209197064907258
0.89,0.00432256793043037
0.9,0.00725638173056317
0.91,0.00661782165219509
0.92,0.0103964909241034
