tempo_s,potencia_uW
0,0
0.01,8.48525282597474e-05
0.02,0.000344611298850815
0.03,0.000811280926242633
0.04,0.000989751457102682
0.05,9.16431868754072e-06
0.06,5.32519921817455e-05
0.07,0.000265410508987616
0.08,7.12915642427384e-05
0.09,0.000188298422833541
0.1,0.00047230536366354
0.11,0.0015049272860721
0.12,0.000753893286332949
0.13,0.000454920034732956
0.14,0.000411460306788314
0.15,0.000910469851450366
0.16,0.00205626468405125
0.17,0.00112467967476083
0.18,0.000354904029237639
0.19,0.000611722980365448
0.2,0.000596695518459701
0.21,0.000220694809481073
0.22,1.33276603634633e-05
0.23,0.000117483746136933
0.24,2.3824787362266e-07
0.25,0.000239639192922053
0.26,0.000583933743968006
0.27,0.00112663638238318
0.28,6.63503331043093e-06
0.29,2.44456124828216e-05
0.3,2.80839915437952e-05
0.31,2.40096402042126e-06
0.32,0.00210395861000384
0.33,0.00120807886924664
0.34,0.000352085986622313
0.35,0.00099876893337004
0.36,0.00221320559328116
0.37,0.00165821849542975
0.38,1.65706745861065e-06
0.39,4.90616471771755e-05
0.4,0.000209521197493703
0.41,3.33764985761436e-05
0.42,0.0012202343138463
0.43,0.00221696367200472
0.44,0.00183534009439977
0.45,0.00599601415008808
0.46,0.00651336344346738
0.47,0.0028182951315367
0.48,0.00281937066429461
0.49,0.00488795774527578
0.5,0.00373419060999243
0.51,0.0045672209802195
0.52,0.00349091268274049
0.53,0.00565356005692178
0.54,0.00345446862495127
0.55,0.00435005384804713
0.56,0.00395747485997583
0.57,0.00651245081245188
0.58,0.00527731698582741
0.59,0.000677871692609823
0.6,0.001681459234827
0.61,0.00105470542453224
0.62,0.000238823083910577
0.63,4.11044958293965e-08
0.64,0.000449639335875855
0.65,0.0042929544911944
0.66,0.0036084135914434
0.67,0.00467460529548466
0.68,0.00428028518549179
0.69,0.0047271587473292
0.7,0.00481452202834728
0.71,0.0047471591056398
0.72,0.00554886426500249
0.73,0.0111802362288152
0.74,0.0120296449343187
0.75,0.0126629736097162
0.76,0.00571743992483524
0.77,0.00453675178467892
0.78,0.00362239787629918
0.79,0.0021202013527902
0.8,0.00491201948642725
0.81,0.00457899943361578
0.82,0.00064543287672544
0.83,0.000352303500991917
0.84,0.00051341798906504
0.85,0.00115801802863242
0.86,0.000235922207273327
0.87,1.52909078995459e-05
0.88,0.00238338127250583
0.89,0.00694708305776789
0.9,0.00708970961211103
0.91,0.003355529405802
0.92,0.00327172818510414
0.93,0.00765776332238963
0.94,0.0113492470178602
0.95,0.0143417639917165
0.96,0.0132829737489244
0.97,0.00970386499368618
0.98,0.00621079427815915
0.99,0.00828918845203814
1,0.00339430889012161
1.01,2.72913498191396e-09
1.02,0.00111356111938672
1.03,3.60709176930614e-05
1.04,6.58824842521049e-06
1.05,0.00037892429678492
1.06,0.00183147350033823
1.07,0.000548628495390226
1.08,0.00114133849152509
1.09,0.00343109123669968
1.1,0.00313265732098161
1.11,0.00291328325279572
1.12,0.00183971211488978
1.13,0.00156092124865756
1.14,0.00148342914278702
1.15,0.000416500857571036
1.16,0.000893210333495845
1.17,0.00114094197918315
1.18,0.000231635601921791
1.19,7.24922600689204e-05
1.2,0.000103099420416305
1.21,0.000151173787279562
1.22,0.000214194772475385
1.23,0.00124358071280925
1.24,0.00197253819725173
1.25,0.00470668357764479
1.26,0.00143211444939265
1.27,0.00253737527839421
1.28,0.00185613998058132
1.29,0.00132891273235103
1.3,0.0020604681542001
1.31,0.000226021829398562
1.32,0.0010007527149528
1.33,0.000145928161848162
1.34,1.93254113718283e-07
1.35,5.29940779254768e-05
1.36,0.000864579073872775
1.37,0.00509915532984442
1.38,0.00343675009948733
1.39,0.00197979282905578
1.4,0.000515366320834402
1.41,0.00092584267595782
1.42,0.000789638609769864
1.43,0.000272259535967744
1.44,0.000167365050504332
1.45,4.1548373632387e-07
1.46,0.000103956141828554
1.47,0.000254339412266623
1.48,0.000150020404585168
1.49,2.9485614606688e-06
1.5,0.000270437189669843
1.51,0.00132541823019443
1.52,0.000364666368322511
1.53,2.04363343394481e-05
1.54,0.00109990346732619
1.55,0.000900096377841778
1.56,1.83360121177762e-05
1.57,5.01510030979099e-09
1.58,0.000591035969004504
1.59,0.000160355358406311
1.6,2.61746996174416e-08
1.61,7.603960783898e-05
1.62,0.000171745737448333
1.63,3.55462052028427e-05
1.64,0.000129031597248971
1.65,0.000854914072204294
1.66,0.00321654967617928
1.67,0.00164660062191481
1.68,0.00133714941604444
1.69,0.00253590970664999
1.7,0.002406168148621
1.71,0.00224315343274342
1.72,0.00163515648922612
1.73,5.49555144271508e-05
1.74,0.00013614302134781
1.75,9.90015757383297e-05
1.76,0.000123056081880341
1.77,2.61665955500569e-07
1.78,0.0009241119941811
1.79,0.0045815378907461
1.8,0.00277987672509871
1.81,0.00354932621271914
1.82,0.00369063975178053
1.83,0.00334168765312581
1.84,0.0053878541435247
1.85,0.00327256636022033
1.86,0.00263022287466938
1.87,0.0013280284815137
1.88,4.85821016888934e-05
1.89,0.000176154075283039
1.9,0.0009954134957095
1.91,0.000248414578747371
1.92,0.00011202573049515
1.93,8.38411439911179e-05
1.94,1.41591738277901e-05
1.95,9.10140512599447e-06
1.96,0.000695348869194098
1.97,0.000110233016636255
1.98,0.00093050799918189
1.99,0.00111019641098725
2,0.000505708819460071
2.01,3.89651156124972e-05
2.02,1.34346885686765e-05
2.03,0.000253870712335252
2.04,0.000361298850874722
2.05,0.000496558090868914
